ID,Protein name
1044,hypothetical protein SCO1044
1045,metal associated protein
1046,metal transporter ATPase
1047,hypothetical protein SCO1047
1048,hypothetical protein SCO1048
1049,oxidoreductase
1050,DNA protection protein
1051,hypothetical protein SCO1051
1052,regulatory protein
1053,hypothetical protein SCO1053
1054,aminotransferase
1055,alpha-xylosidase
1056,sugar transport sugar binding protein
1057,sugar transport integral membrane protein
1058,sugar transport integral membrane protein
1059,beta-glucosidase
1060,transcriptional repressor
1061,bifunctional sugar binding protein/sugar hydrolase
1062,hydrolase
1063,sugar transport integral membrane protein
1064,sugar transport integral membrane protein
1065,sugar transport sugar binding protein
1066,LacI family transcriptional regulator
1067,integral membrane transport protein
1068,hypothetical protein SCO1068
1069,MarR family transcriptional regulator
1070,two component system response regulator
1071,two component system sensor kinase
1072,hypothetical protein SCO1072
1073,hydrogenase
1074,hypothetical protein SCO1074
1075,hypothetical protein SCO1075
1076,hypothetical protein SCO1076
1077,sugar kinase
1078,LacI family transcriptional regulator
1079,hypothetical protein SCO1079
1080,hypothetical protein SCO1080
1081,electron transfer flavoprotein subunit alpha
1082,electron transfer flavoprotein subunit beta
1083,flavin-dependent reductase
1084,thioredoxin
1085,acyltransferase
1086,hypothetical protein SCO1086
1087,aldolase
1088,oxidoreductase
1089,hypothetical protein SCO1089
1090,phosphodiesterase
1091,acetyltransferase
1092,hypothetical protein SCO1092
1093,hydroxylase
1094,TetR family transcriptional regulator
1095,hypothetical protein SCO1095
1096,hypothetical protein SCO1096
1097,hydrolase
1098,MarR family regulatory protein
1099,hypothetical protein SCO1099
1100,hypothetical protein SCO1100
1101,hypothetical protein SCO1101
1102,hypothetical protein SCO1102
1103,hydrolase
1104,TetR family transcriptional regulator
1105,hypothetical protein SCO1105
1106,lipoprotein
1107,hypothetical protein SCO1107
1108,regulatory protein
1109,oxidoreductase
1110,lyase
1111,hypothetical protein SCO1111
1112,oxidoreductase
1113,hypothetical protein SCO1113
1114,uracil-DNA glycosylase
1115,hypothetical protein SCO1115
1116,hypothetical protein SCO1116
1117,hypothetical protein SCO1117
1118,hypothetical protein SCO1118
1119,transcription regulator AsnC
1120,hydrolase
1121,hypothetical protein SCO1121
1122,regulatory protein
1123,hypothetical protein SCO1123
1124,hypothetical protein SCO1124
1125,hypothetical protein SCO1125
1126,hypothetical protein SCO1126
1127,oxidoreductase
1128,hypothetical protein SCO1128
1129,deacetylase
1130,hypothetical protein SCO1130
1131,hypothetical protein SCO1131
1132,oxidoreductase
1133,"oxidoreductase, molybdopterin binding subunit"
1134,"oxidoreductase, iron-sulfur binding subunit"
1135,TetR family transcriptional regulator
1136,two component system response regulator
1137,two component system histidine kinase
1138,hypothetical protein SCO1138
1139,hypothetical protein SCO1139
1140,hypothetical protein SCO1140
1141,hypothetical protein SCO1141
1142,oxidoreductase
1143,hypothetical protein SCO1143
1144,ABC transporter ATP-binding protein
1145,MarR family regulatory protein
1146,lipoprotein
1147,"ABC transporter transmembrane subunit, partial"
1148,ABC transporter
1149,hypothetical protein SCO1149
1150,50S ribosomal protein L31
1151,hypothetical protein SCO1151
1152,helicase
1153,acyl-CoA thioesterase II
1154,hypothetical protein SCO1154
1155,hypothetical protein SCO1155
1156,hypothetical protein SCO1156
1157,ATP/GTP binding protein
1158,hypothetical protein SCO1158
1159,hypothetical protein SCO1159
1160,hypothetical protein SCO1160
1161,hypothetical protein SCO1161
1162,methyltransferase
1163,hypothetical protein SCO1163
1164,hypothetical protein SCO1164
1165,hypothetical protein SCO1165
1166,hypothetical protein SCO1166
1167,"helicase, partial"
1168,hypothetical protein SCO1168
1169,xylose isomerase
1170,xylulose kinase
1171,xylose repressor
1172,amidase
1173,transcriptional regulator
1174,aldehyde dehydrogenase
1175,hypothetical protein SCO1175
1176,dihydroxy-acid dehydratase
1177,gntR-famly transcriptional regulator
1178,hypothetical protein SCO1178
1179,hypothetical protein SCO1179
1180,DNA polymerase III subunit beta
1181,hypothetical protein SCO1181
1182,hypothetical protein SCO1182
1183,hypothetical protein SCO1183
1184,hypothetical protein SCO1184
1185,hypothetical protein SCO1185
1186,LacI family transcriptional regulator
1187,cellulase B
1188,cellulose binding protein
1189,hypothetical protein SCO1189
1190,export protein
1191,MarR family transcriptional regulator
1192,hypothetical protein SCO1192
1193,TetR family transcriptional regulator
1194,export protein
1195,hypothetical protein SCO1195
1196,hypothetical protein SCO1196
1197,acyl-CoA dehydrogenase
1198,acyl-CoA dehydrogenase
1199,oxidoreductase
1200,regulatory protein
1201,reductase
1202,ATP-dependent DNA ligase
1203,MutT-like protein
1204,succinic semialdehyde dehydrogenase
1205,hypothetical protein SCO1205
1206,polyketide synthase
1207,cytochrome P450
1208,hypothetical protein SCO1208
1209,acyl-CoA dehydrogenase
1210,transcriptional regulator
1211,polypeptide deformylase
1212,ligase
1213,hypothetical protein SCO1213
1214,6-phosphofructokinase
1215,hypothetical protein SCO1215
1216,hypothetical protein SCO1216
1217,sensor kinase
1218,transmembrane transport protein
1219,hypothetical protein SCO1219
1220,regulatory protein
1221,transcription regulator AsnC
1222,hypothetical protein SCO1222
1223,ornithine aminotransferase
1224,sugar-phosphate isomerase
1225,osmoprotectant transporter
1226,hypothetical protein SCO1226
1227,DNA-binding protein
1228,acyltransferase
1229,reductase
1230,tripeptidylaminopeptidase
1231,urease accessory protein
1232,urease accessory protein
1233,urease accessroy protein UreF
1234,urease subunit alpha
1235,urease subunit beta
1236,urease subunit gamma
1237,hypothetical protein SCO1237
1238,ATP-dependent Clp protease
1239,hypothetical protein SCO1239
1240,hypothetical protein SCO1240
1241,hypothetical protein SCO1241
1242,DNA-binding protein
1243,8-amino-7-oxononanoate synthase
1244,biotin synthase
1245,adenosylmethionine-8-amino-7-oxononanoate aminotransferase
1246,dithiobiotin synthetase
1247,hypothetical protein SCO1247
1248,hypothetical protein SCO1248
1249,hypothetical protein SCO1249
1250,acetyltransferase
1251,hypothetical protein SCO1251
1252,hypothetical protein SCO1252
1253,hypothetical protein SCO1253
1254,adenylosuccinate lyase
1255,G/U mismatch-specific DNA glycosylase
1256,hypothetical protein SCO1256
1257,ABC transporter
1258,ABC transporter ATP-binding protein
1259,two-component system sensor kinase
1260,two-component system response regulator
1261,transcriptional regulator
1262,GntR family transcriptional regulator
1263,ECF-sigma factor
1264,hydrolase
1265,lipase
1266,3-oxoacyl-ACP synthase
1267,acyl carrier protein
1268,acyltransferase
1269,pyruvate dehydrogenase subunit beta
1270,pyruvate dehydrogenase subunit alpha
1271,3-oxoacyl-ACP synthase
1272,acyl carrier protein
1273,reductase
1274,hypothetical protein SCO1274
1275,halogenase
1276,RNA polymerase ECF sigma factor
1277,hypothetical protein SCO1277
1278,ATP/GTP-binding protein
1279,hypothetical protein SCO1279
1280,hypothetical protein SCO1280
1281,oxidoreductase
1282,oxidoreductase
1283,hypothetical protein SCO1283
1284,aminotransferase
1285,ketoreductase
1286,oxidoreductase
1287,hypothetical protein SCO1287
1288,hypothetical protein SCO1288
1289,GntR family transcriptional regulator
1290,alkaline phosphatase
1291,hypothetical protein SCO1291
1292,hypothetical protein SCO1292
1293,hypothetical protein SCO1293
1294,cystathionine gamma-synthase
1295,transcription regulator AsnC
1296,hypothetical protein SCO1296
1297,hypothetical protein SCO1297
1298,hypothetical protein SCO1298
1299,transcriptional regulator
1300,exonuclease
1301,exonuclease
1302,hypothetical protein SCO1302
1303,hypothetical protein SCO1303
1304,hypothetical protein SCO1304
1305,hypothetical protein SCO1305
1306,hypothetical protein SCO1306
1307,hypothetical protein SCO1307
1308,4-hydroxybenzoate 3-monooxygenase
1309,regulatory protein
1310,cation efflux system protein
1311,hypothetical protein SCO1311
1312,transcriptional regulator
1313,hypothetical protein SCO1313
1314,sugar acetyltransferase
1315,siderophore binding protein
1316,hypothetical protein SCO1316
1317,hypothetical protein SCO1317
1318,hypothetical protein SCO1318
1319,"hypothetical protein SCO1319, partial"
1320,hypothetical protein SCO1320
1321,elongation factor Tu
1322,hypothetical protein SCO1322
1323,hypothetical protein SCO1323
1324,3-ketoacyl-CoA thiolase
1325,hypothetical protein SCO1325
1326,UDP pyrophosphate phosphatase
1327,hypothetical protein SCO1327
1328,hypothetical protein SCO1328
1329,hypothetical protein SCO1329
1330,fatty acid CoA ligase
1331,multidomain-containing protein family
1332,hypothetical protein SCO1332
1333,hypothetical protein SCO1333
1334,hypothetical protein SCO1334
1335,oxidoreductase
1336,lipoprotein N-acyltransferase (integral membrane)
1337,oxidoreductase
1338,monooxygenase
1339,hypothetical protein SCO1339
1340,hypothetical protein SCO1340
1341,lipoprotein
1342,hypothetical protein SCO1342
1343,uracil-DNA glycosylase
1344,solute binding transport lipoprotein
1345,3-ketoacyl-ACP reductase
1346,3-oxoacyl-ACP reductase
1347,hypothetical protein SCO1347
1348,hypothetical protein SCO1348
1349,hypothetical protein SCO1349
1350,hypothetical protein SCO1350
1351,large transcriptional regulator
1352,Xaa-Pro aminopeptidase II
1353,transcriptional regulator
1354,hypothetical protein SCO1354
1355,serine protease
1356,iron sulfur protein
1357,hypothetical protein SCO1357
1358,LysR family transcriptional regulator
1359,"hypothetical protein SCO1359, partial"
1360,GntR family transcriptional regulator
1361,hypothetical protein SCO1361
1362,hypothetical protein SCO1362
1363,hypothetical protein SCO1363
1364,hypothetical protein SCO1364
1365,hypothetical protein SCO1365
1366,hypothetical protein SCO1366
1367,ABC transporter ATP-binding protein
1368,ABC transporter
1369,two component system histidine kinase
1370,two component system DNA binding response regulator
1371,oxidoreductase
1372,hypothetical protein SCO1372
1373,hypothetical protein SCO1373
1374,hypothetical protein SCO1374
1375,hypothetical protein SCO1375
1376,LacI family transcriptional regulator
1377,molibdenum binding protein
1378,glycine dehydrogenase
1379,hypothetical protein SCO1379
1380,DNA polymerase IV
1381,"hypothetical protein SCO1381, partial"
1382,hypothetical protein SCO1382
1383,hypothetical protein SCO1383
1384,hypothetical protein SCO1384
1385,hypothetical protein SCO1385
1386,hypothetical protein SCO1386
1387,membrane associated protein
1388,mannose-1-phosphate guanyltransferase
1389,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
1390,PTS system sugar phosphotransferase component IIA
1391,phosphoenolpyruvate-protein phosphotransferase
1392,hypothetical protein SCO1392
1393,acetoacetyl-CoA synthetase
1394,glycosyl hydrolase
1395,mutT-like protein
1396,D-alanyl-D-alanine dipeptidase
1397,hypothetical protein SCO1397
1398,"hypothetical protein SCO1398, partial"
1399,ATP/GTP-binding protein
1400,hypothetical protein SCO1400
1401,hypothetical protein SCO1401
1402,large hypothetical protein
1403,hypothetical protein SCO1403
1404,hypothetical protein SCO1404
1405,HSP90 family protein
1406,hypothetical protein SCO1406
1407,"hypothetical protein SCO1407, partial"
1408,hypothetical protein SCO1408
1409,hypothetical protein SCO1409
1410,GntR family transcriptional regulator
1411,transmembrane transport protein
1412,hypothetical protein SCO1412
1413,hypothetical protein SCO1413
1414,ankyrin
1415,hypothetical protein SCO1415
1416,hypothetical protein SCO1416
1417,GntR family transcriptional regulator
1418,hypothetical protein SCO1418
1419,phosphodiesterase
1420,hypothetical protein SCO1420
1421,hypothetical protein SCO1421
1422,hypothetical protein SCO1422
1423,glycosyl transferase
1424,hypothetical protein SCO1424
1425,transcription regulator AsnC
1426,hypothetical protein SCO1426
1427,hypothetical protein SCO1427
1428,acyl-CoA dehydrogenase
1429,chitinase
1430,TetR family transcriptional regulator
1431,hypothetical protein SCO1431
1432,hypothetical protein SCO1432
1433,hypothetical protein SCO1433
1434,CbxX/CfqX family protein
1435,hypothetical protein SCO1435
1436,hypothetical protein SCO1436
1437,hypothetical protein SCO1437
1438,ATP phosphoribosyltransferase
1439,phosphoribosyl-ATP pyrophosphatase
1440,"6,7-dimethyl-8-ribityllumazine synthase"
1441,"bifunctional 3,4-dihydroxy-2-butanone 4-phosphate synthase/GTP cyclohydrolase II protein"
1442,hypothetical protein SCO1442
1443,riboflavin synthase subunit alpha
1444,chitinase
1445,hypothetical protein SCO1445
1446,hypothetical protein SCO1446
1447,transcriptional regulator
1448,transporter
1449,hypothetical protein SCO1449
1450,uracyl permease
1451,endoglucanase
1452,hypothetical protein SCO1452
1453,hypothetical protein SCO1453
1454,amino oxidase
1455,hydrolase
1456,hypothetical protein SCO1456
1457,transporter
1458,transcription regulator AsnC
1459,amino acid transporter
1460,hypothetical protein SCO1460
1461,inosine 5-monophosphate dehydrogenase
1462,hypothetical protein SCO1462
1463,transcriptional regulator
1464,ribulose-phosphate 3-epimerase
1465,hypothetical protein SCO1465
1466,hypothetical protein SCO1466
1467,hypothetical protein SCO1467
1468,Ser/Thr protein kinase
1469,hypothetical protein SCO1469
1470,hypothetical protein SCO1470
