#Replicon Name,Replicon Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,COG(s),Protein name
chr,NC_003888.3,269020,269688,-,1095701,-,SCO0277,NP_624606.1,222,-,hypothetical protein SCO0277
chr,NC_003888.3,269783,270397,+,1095702,-,SCO0278,NP_624607.1,204,-,MutT domain-containing protein
chr,NC_003888.3,270477,271748,+,1095703,-,SCO0279,NP_624608.1,423,-,glycosyl hydrolase
chr,NC_003888.3,271768,272469,-,1095704,-,SCO0280,NP_624609.1,233,-,hypothetical protein SCO0280
chr,NC_003888.3,272466,272834,-,1095705,-,SCO0281,NP_624610.1,122,-,hypothetical protein SCO0281
chr,NC_003888.3,272892,273656,+,1095706,-,SCO0282,NP_624611.1,254,-,deoR family transcriptional regulator
chr,NC_003888.3,274101,274595,-,1095707,-,SCO0283,NP_624612.1,164,-,hypothetical protein SCO0283
chr,NC_003888.3,274763,276805,+,1095708,-,SCO0284,NP_624613.1,680,-,alpha-galactosidase
chr,NC_003888.3,276938,278827,+,1095709,-,SCO0285,NP_624614.1,629,-,sodium/proton antiporter
chr,NC_003888.3,278910,279416,-,1095710,-,SCO0286,NP_624615.1,168,-,peptidoglycan binding protein
chr,NC_003888.3,279691,280695,+,1095711,-,SCO0287,NP_624616.1,334,-,regulatory protein
chr,NC_003888.3,280692,281132,-,1095712,-,SCO0288,NP_624617.1,146,-,hypothetical protein SCO0288
chr,NC_003888.3,281129,282157,-,1095713,-,SCO0289,NP_624618.1,342,-,transcriptional regulator
chr,NC_003888.3,282491,283801,+,1095714,-,SCO0290,NP_624619.1,436,-,solute-binding protein
chr,NC_003888.3,283798,284700,+,1095715,-,SCO0291,NP_624620.1,300,-,binding protein dependent transport protein
chr,NC_003888.3,284702,285598,+,1095716,-,SCO0292,NP_733497.1,298,-,"sugar ABC-transporter integral membrane protein, partial"
chr,NC_003888.3,285714,288104,+,1095717,-,SCO0293,NP_624621.1,796,-,beta-xylosidase
chr,NC_003888.3,288187,288840,-,1095718,-,SCO0294,NP_624622.1,217,-,acetyltransferase
chr,NC_003888.3,288987,290456,-,1095719,-,SCO0295,NP_624623.1,489,-,transmembrane efflux protein
chr,NC_003888.3,290584,291165,+,1095720,-,SCO0296,NP_624624.1,193,-,transcriptional regulator
chr,NC_003888.3,291315,292592,+,1095721,-,SCO0297,NP_624625.1,425,-,hypothetical protein SCO0297
chr,NC_003888.3,292656,293519,-,1095722,-,SCO0298,NP_624626.1,287,-,LysR family transcriptional regulator
chr,NC_003888.3,293613,294497,+,1095723,-,SCO0299,NP_624627.1,294,-,oxidoreductase
chr,NC_003888.3,294494,296305,-,1095724,-,SCO0300,NP_624628.1,603,-,monooxygenase
chr,NC_003888.3,296471,297499,+,1095725,-,SCO0301,NP_624629.1,342,-,lipoprotein
chr,NC_003888.3,297515,298108,-,1095726,-,SCO0302,NP_624630.1,197,-,TetR family transcriptional regulator
chr,NC_003888.3,298105,298311,-,1095727,-,SCO0303,NP_624631.1,68,-,hypothetical protein SCO0303
chr,NC_003888.3,298468,298836,-,1095728,-,SCO0304,NP_624632.1,122,-,hypothetical protein SCO0304
chr,NC_003888.3,299213,302092,+,1095729,-,SCO0305,NP_624633.1,959,-,hypothetical protein SCO0305
chr,NC_003888.3,303084,303971,+,1095731,-,SCO0307,NP_624634.1,295,-,DNA-binding protein
chr,NC_003888.3,304026,305429,+,1095732,-,SCO0308,NP_624635.1,467,-,hypothetical protein SCO0308
chr,NC_003888.3,305537,306625,-,1095733,-,SCO0309,NP_624636.1,362,-,amide hydrolase
chr,NC_003888.3,306816,307466,-,1095734,-,SCO0310,NP_624637.1,216,-,TetR family transcriptional regulator
chr,NC_003888.3,307575,309131,+,1095735,-,SCO0311,NP_624638.1,518,-,ligase
chr,NC_003888.3,309147,310316,+,1095736,-,SCO0312,NP_624639.1,389,-,acyl-CoA dehydrogenase
chr,NC_003888.3,310378,311727,+,1095737,-,SCO0313,NP_624640.1,449,-,transmembrane transport protein
chr,NC_003888.3,311724,313670,+,1095738,-,SCO0314,NP_624641.1,648,-,hypothetical protein SCO0314
chr,NC_003888.3,313697,315055,-,1095739,-,SCO0315,NP_624642.1,452,-,decarboxylase
chr,NC_003888.3,315254,316921,-,1095740,-,SCO0316,NP_624643.1,555,-,DNA-binding protein
chr,NC_003888.3,316975,318237,-,1095741,-,SCO0317,NP_624644.1,420,-,transmembrane transport protein
chr,NC_003888.3,318329,319345,-,1095742,-,SCO0318,NP_624645.1,338,-,oxidoreductase
chr,NC_003888.3,319499,320008,-,1095743,-,SCO0319,NP_624646.1,169,-,hypothetical protein SCO0319
chr,NC_003888.3,320110,320583,+,1095744,-,SCO0320,NP_624647.1,157,-,hypothetical protein SCO0320
chr,NC_003888.3,320699,322255,+,1095745,-,SCO0321,NP_624648.1,518,-,carboxylesterase
chr,NC_003888.3,322244,323938,-,1095746,-,SCO0322,NP_733498.1,564,-,"ABC transport ATP-binding subunit, partial"
chr,NC_003888.3,324467,325069,-,1095747,-,SCO0323,NP_624649.1,200,-,hypothetical protein SCO0323
chr,NC_003888.3,325238,327616,-,1095748,-,SCO0324,NP_624650.1,792,-,hypothetical protein SCO0324
chr,NC_003888.3,327899,328264,+,1095749,-,SCO0325,NP_624651.1,121,-,hypothetical protein SCO0325
chr,NC_003888.3,328333,329301,+,1095750,-,SCO0326,NP_624652.1,322,-,hypothetical protein SCO0326
chr,NC_003888.3,330235,331365,+,1095752,-,SCO0329,NP_624653.1,376,-,esterase
chr,NC_003888.3,331504,332253,+,1095753,fabG,SCO0330,NP_624654.1,249,-,3-ketoacyl-ACP reductase
chr,NC_003888.3,332311,333210,+,1095754,-,SCO0331,NP_624655.1,299,-,short chain oxidoreductase
chr,NC_003888.3,333529,334149,+,1095755,-,SCO0332,NP_624656.1,206,-,transcriptional regulator
chr,NC_003888.3,334223,335734,-,1095756,-,SCO0333,NP_624657.1,503,-,dioxygenase
chr,NC_003888.3,335948,336292,+,1095757,-,SCO0334,NP_624658.1,114,-,hypothetical protein SCO0334
chr,NC_003888.3,336333,339467,+,1095758,-,SCO0335,NP_624659.1,1044,-,hypothetical protein SCO0335
chr,NC_003888.3,339521,340630,-,1095759,-,SCO0336,NP_624660.1,369,-,hypothetical protein SCO0336
chr,NC_003888.3,340752,341318,+,1095760,-,SCO0337,NP_624661.1,188,-,transcriptional regulator
chr,NC_003888.3,341370,341909,-,1095761,-,SCO0338,NP_624662.1,179,-,dehydrogenase
chr,NC_003888.3,341992,342561,+,1095762,-,SCO0339,NP_624663.1,189,-,dehydrogenase
chr,NC_003888.3,342578,343165,-,1095763,-,SCO0340,NP_624664.1,195,-,hypothetical protein SCO0340
chr,NC_003888.3,343234,345663,-,1095764,-,SCO0341,NP_624665.1,809,-,large hypothetical protein
chr,NC_003888.3,345817,347706,-,1095765,-,SCO0342,NP_733499.1,629,-,"hypothetical protein SCO0342, partial"
chr,NC_003888.3,347814,348083,+,1095766,-,SCO0343,NP_624666.1,89,-,hypothetical protein SCO0343
chr,NC_003888.3,348137,349381,+,1095767,-,SCO0344,NP_624667.1,414,-,GntR family transcriptional regulator
chr,NC_003888.3,349419,350201,-,1095768,-,SCO0345,NP_624668.1,260,-,IclR family regulatory protein
chr,NC_003888.3,350474,351352,+,1095769,-,SCO0346,NP_624669.1,292,-,"2-hydroxyhepta-2,4-diene-1,7-dioate isomerase"
chr,NC_003888.3,351529,352779,+,1095770,-,SCO0347,NP_624670.1,416,-,racemase
chr,NC_003888.3,352776,353795,+,1095771,-,SCO0348,NP_624671.1,339,-,2-hydroxyacid dehydrogenase
chr,NC_003888.3,353801,354805,+,1095772,-,SCO0349,NP_624672.1,334,-,oxidoreductase
chr,NC_003888.3,354802,355686,+,1095773,-,SCO0350,NP_624673.1,294,-,hypothetical protein SCO0350
chr,NC_003888.3,355683,357158,+,1095774,-,SCO0351,NP_624674.1,491,-,hypothetical protein SCO0351
chr,NC_003888.3,357209,358477,+,1095775,-,SCO0352,NP_624675.1,422,-,solute-binding protein
chr,NC_003888.3,358481,359392,+,1095776,-,SCO0353,NP_624676.1,303,-,binding protein dependent transport protein
chr,NC_003888.3,359389,360231,+,1095777,-,SCO0354,NP_624677.1,280,-,binding-protein-dependent transport protein
chr,NC_003888.3,360305,360646,+,1095778,-,SCO0355,NP_624678.1,113,-,hypothetical protein SCO0355
chr,NC_003888.3,360674,361465,+,1095779,-,SCO0356,NP_624679.1,263,-,oxidoreductase
chr,NC_003888.3,361759,362478,-,1095780,-,SCO0357,NP_624680.1,239,-,GntR family transcriptional regulator
chr,NC_003888.3,362635,363777,+,1095781,-,SCO0358,NP_624681.1,380,-,racemase
chr,NC_003888.3,363774,364496,+,1095782,-,SCO0359,NP_624682.1,240,-,hypothetical protein SCO0359
chr,NC_003888.3,364559,365551,-,1095783,-,SCO0360,NP_624683.1,330,-,LacI family DNA-binding transcriptional repressor
chr,NC_003888.3,365623,366795,-,1095784,-,SCO0361,NP_624684.1,390,-,hypothetical protein SCO0361
chr,NC_003888.3,366935,368146,+,1095785,-,SCO0362,NP_624685.1,403,-,racemase
chr,NC_003888.3,368143,369252,+,1095786,-,SCO0363,NP_624686.1,369,-,hypothetical protein SCO0363
chr,NC_003888.3,369249,370055,+,1095787,-,SCO0364,NP_624687.1,268,-,enoyl-CoA hydratase
chr,NC_003888.3,370066,370812,+,1095788,-,SCO0365,NP_624688.1,248,-,oxidoreductase
chr,NC_003888.3,370809,371876,+,1095789,-,SCO0366,NP_624689.1,355,-,hypothetical protein SCO0366
chr,NC_003888.3,371921,372478,-,1095790,-,SCO0367,NP_624690.1,185,-,hypothetical protein SCO0367
chr,NC_003888.3,373045,374001,+,1095791,-,SCO0368,NP_624691.1,318,-,transposase
chr,NC_003888.3,373998,377255,-,1095792,-,SCO0369,NP_624692.1,1085,-,hypothetical protein SCO0369
chr,NC_003888.3,377286,380690,-,1095793,-,SCO0370,NP_624693.1,1134,-,DNA-binding protein
chr,NC_003888.3,380751,383360,-,1095794,-,SCO0371,NP_624694.1,869,-,hypothetical protein SCO0371
chr,NC_003888.3,383578,386592,-,1095795,-,SCO0372,NP_624695.1,1004,-,hypothetical protein SCO0372
chr,NC_003888.3,386761,387360,-,1095796,-,SCO0373,NP_624696.1,199,-,hypothetical protein SCO0373
chr,NC_003888.3,387750,389519,+,1095797,-,SCO0374,NP_624697.1,589,-,ABC transporter
chr,NC_003888.3,389531,391123,-,1095798,-,SCO0375,NP_733500.1,530,-,"integral membrane transport protein, partial"
chr,NC_003888.3,391232,391834,+,1095799,-,SCO0376,NP_624698.1,200,-,transcriptional regulator
chr,NC_003888.3,391950,392483,-,1095800,-,SCO0377,NP_624699.1,177,-,hypothetical protein SCO0377
chr,NC_003888.3,392484,393218,-,1095801,-,SCO0378,NP_624700.1,244,-,hypothetical protein SCO0378
chr,NC_003888.3,393498,394961,+,1095802,-,SCO0379,NP_624701.1,487,-,catalase
chr,NC_003888.3,395065,395460,+,1095803,-,SCO0380,NP_624702.1,131,-,hypothetical protein SCO0380
chr,NC_003888.3,395939,397414,+,1095804,-,SCO0381,NP_624703.1,491,-,glycosyl transferase
chr,NC_003888.3,397485,398810,+,1095805,-,SCO0382,NP_624704.1,441,-,UDP-glucose/GDP-mannose dehydrogenase
chr,NC_003888.3,398881,400104,+,1095806,-,SCO0383,NP_624705.1,407,-,hypothetical protein SCO0383
chr,NC_003888.3,400179,401468,+,1095807,-,SCO0384,NP_624706.1,429,-,hypothetical protein SCO0384
chr,NC_003888.3,401465,403030,+,1095808,-,SCO0385,NP_624707.1,521,-,hypothetical protein SCO0385
chr,NC_003888.3,403034,404968,+,1095809,-,SCO0386,NP_624708.1,644,-,asparagine synthetase
chr,NC_003888.3,405070,407250,+,1095810,-,SCO0387,NP_624709.1,726,-,bi-domain-containing oxidoreductase
chr,NC_003888.3,407253,409214,+,1095811,-,SCO0388,NP_624710.1,653,-,hypothetical protein SCO0388
chr,NC_003888.3,409237,410772,+,1095812,-,SCO0389,NP_624711.1,511,-,lipoprotein
chr,NC_003888.3,410774,412006,+,1095813,-,SCO0390,NP_624712.1,410,-,hypothetical protein SCO0390
chr,NC_003888.3,412009,413250,+,1095814,-,SCO0391,NP_624713.1,413,-,transferase
chr,NC_003888.3,413247,414497,+,1095815,-,SCO0392,NP_624714.1,416,-,methyltransferase
chr,NC_003888.3,414494,415303,+,1095816,-,SCO0393,NP_624715.1,269,-,transferase
chr,NC_003888.3,415300,415947,+,1095817,-,SCO0394,NP_624716.1,215,-,hypothetical protein SCO0394
chr,NC_003888.3,415951,416976,+,1095818,-,SCO0395,NP_624717.1,341,-,epimerase/dehydratase
chr,NC_003888.3,416973,418247,+,1095819,-,SCO0396,NP_624718.1,424,-,hypothetical protein SCO0396
chr,NC_003888.3,418253,419542,+,1095820,-,SCO0397,NP_624719.1,429,-,hypothetical protein SCO0397
chr,NC_003888.3,419539,420486,+,1095821,-,SCO0398,NP_624720.1,315,-,glycosyl transferase
chr,NC_003888.3,420492,421715,+,1095822,-,SCO0399,NP_624721.1,407,-,hypothetical protein SCO0399
chr,NC_003888.3,421712,422263,+,1095823,-,SCO0400,NP_624722.1,183,-,epimerase
chr,NC_003888.3,422271,423596,+,1095824,-,SCO0401,NP_624723.1,441,-,"glutamate-1-semialdehyde 2,1-aminomutase"
chr,NC_003888.3,423654,424406,-,1095825,-,SCO0402,NP_733501.1,250,-,"hypothetical protein SCO0402, partial"
chr,NC_003888.3,424609,425226,-,1095826,-,SCO0403,NP_624724.1,205,-,hypothetical protein SCO0403
chr,NC_003888.3,425243,425983,+,1095827,-,SCO0404,NP_624725.1,246,-,2-haloalkanoic acid dehalogenase
chr,NC_003888.3,426015,426833,-,1095828,-,SCO0405,NP_624726.1,272,-,hypothetical protein SCO0405
chr,NC_003888.3,426893,427606,+,1095829,-,SCO0406,NP_624727.1,237,-,hypothetical protein SCO0406
chr,NC_003888.3,427610,428614,+,1095830,-,SCO0407,NP_624728.1,334,-,transcriptional regulator
chr,NC_003888.3,428615,429403,+,1095831,-,SCO0408,NP_624729.1,262,-,methyltransferase
chr,NC_003888.3,429492,429956,-,1095832,-,SCO0409,NP_624730.1,154,-,spore-associated protein
chr,NC_003888.3,430071,431321,-,1095833,-,SCO0410,NP_624731.1,416,-,hypothetical protein SCO0410
chr,NC_003888.3,431327,431551,+,1095834,-,SCO0411,NP_624732.1,74,-,hypothetical protein SCO0411
chr,NC_003888.3,431551,431934,+,1095835,-,SCO0412,NP_624733.1,127,-,hypothetical protein SCO0412
chr,NC_003888.3,431962,432564,-,1095836,-,SCO0413,NP_624734.1,200,-,hypothetical protein SCO0413
chr,NC_003888.3,432617,433513,-,1095837,-,SCO0414,NP_624735.1,298,-,RNA polymerase sigma factor
chr,NC_003888.3,433615,433977,+,1095838,-,SCO0415,NP_624736.1,120,-,hypothetical protein SCO0415
chr,NC_003888.3,433984,434589,-,1095839,-,SCO0416,NP_624737.1,201,-,hypothetical protein SCO0416
chr,NC_003888.3,434651,435397,-,1095840,-,SCO0417,NP_624738.1,248,-,hypothetical protein SCO0417
chr,NC_003888.3,435456,436103,+,1095841,-,SCO0418,NP_624739.1,215,-,DNA-binding protein
chr,NC_003888.3,436235,437224,+,1095842,-,SCO0419,NP_624740.1,329,-,zinc-binding oxidoreductase
chr,NC_003888.3,437253,438287,-,1095843,-,SCO0420,NP_624741.1,344,-,homoserine dehydrogenase
chr,NC_003888.3,438329,438988,-,1095844,-,SCO0421,NP_624742.1,219,-,two-component response regulator
chr,NC_003888.3,438997,440190,-,1095845,-,SCO0422,NP_624743.1,397,-,two-component sensor kinase
chr,NC_003888.3,440282,442579,-,1095846,-,SCO0423,NP_624744.1,765,-,membrane transport protein
chr,NC_003888.3,442700,443191,+,1095847,-,SCO0424,NP_624745.1,163,-,hypothetical protein SCO0424
chr,NC_003888.3,443293,444243,-,1095848,-,SCO0425,NP_624746.1,316,-,hypothetical protein SCO0425
chr,NC_003888.3,444441,444671,+,1095849,-,SCO0426,NP_624747.1,76,-,hypothetical protein SCO0426
chr,NC_003888.3,444752,445588,+,1095850,-,SCO0427,NP_624748.1,278,-,hydrolase
chr,NC_003888.3,445611,446144,+,1095851,-,SCO0428,NP_624749.1,177,-,tetR family transcriptional regulator
chr,NC_003888.3,446214,447161,-,1095852,-,SCO0429,NP_624750.1,315,-,oxidoreductase
chr,NC_003888.3,447185,447868,+,1095853,-,SCO0430,NP_624751.1,227,-,tetR family transcriptional regulator
chr,NC_003888.3,447890,449218,-,1095854,-,SCO0431,NP_624752.1,442,-,hypothetical protein SCO0431
chr,NC_003888.3,449515,453252,+,1095855,-,SCO0432,NP_624753.1,1245,-,peptidase
chr,NC_003888.3,453370,454374,+,1095856,-,SCO0433,NP_624754.1,334,-,transcriptional regulator
chr,NC_003888.3,454546,456195,+,1095857,-,SCO0434,NP_624755.1,549,-,bifunctional PTS system maltose and glucose-specific transporter subunits IICB
chr,NC_003888.3,456192,457397,+,1095858,-,SCO0435,NP_624756.1,401,-,aminotransferase
chr,NC_003888.3,457484,457654,+,1095859,rpmF,SCO0436,NP_624757.1,56,-,50S ribosomal protein L32
chr,NC_003888.3,457670,458695,-,1095860,-,SCO0437,NP_624758.1,341,-,hypothetical protein SCO0437
chr,NC_003888.3,458695,459345,-,1095861,-,SCO0438,NP_624759.1,216,-,pyrrolidone-carboxylate peptidase
chr,NC_003888.3,459393,460367,-,1095862,-,SCO0439,NP_624760.1,324,-,hypothetical protein SCO0439
chr,NC_003888.3,460364,461083,-,1095863,-,SCO0440,NP_624761.1,239,-,hypothetical protein SCO0440
chr,NC_003888.3,461350,462102,+,1095864,-,SCO0441,NP_624762.1,250,-,LamB/YcsF family protein
chr,NC_003888.3,462099,462857,+,1095865,-,SCO0442,NP_624763.1,252,-,hypothetical protein SCO0442
chr,NC_003888.3,462854,463711,+,1095866,-,SCO0443,NP_624764.1,285,-,hypothetical protein SCO0443
chr,NC_003888.3,463698,464099,-,1095867,-,SCO0444,NP_624765.1,133,-,hypothetical protein SCO0444
chr,NC_003888.3,464207,465502,-,1095868,-,SCO0445,NP_624766.1,431,-,hypothetical protein SCO0445
chr,NC_003888.3,465496,465861,-,1095869,-,SCO0446,NP_624767.1,121,-,hypothetical protein SCO0446
chr,NC_003888.3,465990,466436,+,1095870,-,SCO0447,NP_624768.1,148,-,MarR family regulatory protein
chr,NC_003888.3,468153,469232,+,1095872,-,SCO0449,NP_624769.1,359,-,solute-binding lipoprotein
chr,NC_003888.3,469315,470304,-,1095873,-,SCO0450,NP_624770.1,329,-,hypothetical protein SCO0450
chr,NC_003888.3,470355,471209,-,1095874,-,SCO0451,NP_624771.1,284,-,hypothetical protein SCO0451
chr,NC_003888.3,471415,472314,+,1095875,-,SCO0452,NP_624772.1,299,-,SIR2-like regulatory protein
chr,NC_003888.3,472458,473747,+,1095876,-,SCO0453,NP_624773.1,429,-,solute-binding lipoprotein
chr,NC_003888.3,473848,474789,+,1095877,-,SCO0454,NP_624774.1,313,-,binding-protein dependent transport protein
chr,NC_003888.3,474804,475631,+,1095878,-,SCO0455,NP_624775.1,275,-,binding-protein dependent transport protein
chr,NC_003888.3,475628,476671,+,1095879,-,SCO0456,NP_624776.1,347,-,LacI family transcriptional regulator
chr,NC_003888.3,476738,478672,+,1095880,-,SCO0457,NP_624777.1,644,-,hypothetical protein SCO0457
chr,NC_003888.3,478669,480957,+,1095881,-,SCO0458,NP_624778.1,762,-,Beta-glucosidase
chr,NC_003888.3,481012,481791,+,1095882,-,SCO0459,NP_624779.1,259,-,hypothetical protein SCO0459
chr,NC_003888.3,481810,482319,-,1095883,-,SCO0460,NP_624780.1,169,-,hypothetical protein SCO0460
chr,NC_003888.3,482456,483325,+,1095884,-,SCO0461,NP_733502.1,289,-,"hydrolase, partial"
chr,NC_003888.3,483338,484267,-,1095885,-,SCO0462,NP_624781.1,309,-,oxidoreductase
chr,NC_003888.3,484318,484932,+,1095886,-,SCO0463,NP_624782.1,204,-,hypothetical protein SCO0463
chr,NC_003888.3,484973,486670,-,1095887,-,SCO0464,NP_624783.1,565,-,hypothetical protein SCO0464
chr,NC_003888.3,486684,487514,-,1095888,-,SCO0465,NP_624784.1,276,-,non-heme chloroperoxidase
chr,NC_003888.3,487618,488601,+,1095889,-,SCO0466,NP_624785.1,327,-,AraC family transcription regulator
chr,NC_003888.3,488614,489357,+,1095890,-,SCO0467,NP_624786.1,247,-,hypothetical protein SCO0467
chr,NC_003888.3,489373,490350,-,1095891,-,SCO0468,NP_624787.1,325,-,hypothetical protein SCO0468
chr,NC_003888.3,490451,490972,+,1095892,-,SCO0469,NP_624788.1,173,-,hypothetical protein SCO0469
chr,NC_003888.3,490983,491891,+,1095893,-,SCO0470,NP_624789.1,302,-,hydrolase
chr,NC_003888.3,491901,492881,+,1095894,-,SCO0471,NP_624790.1,326,-,AraC family transcription regulator
chr,NC_003888.3,493055,494263,-,1095895,-,SCO0472,NP_624791.1,402,-,hypothetical protein SCO0472
chr,NC_003888.3,494260,495249,-,1095896,-,SCO0473,NP_624792.1,329,-,solute-binding lipoprotein
chr,NC_003888.3,495246,496493,-,1095897,-,SCO0474,NP_624793.1,415,-,lipoprotein
chr,NC_003888.3,496508,497359,-,1095898,-,SCO0475,NP_624794.1,283,-,ABC transporter
chr,NC_003888.3,497375,498133,+,1095899,-,SCO0476,NP_624795.1,252,-,ABC transporter ATP-binding protein
chr,NC_003888.3,498238,498630,+,1095900,-,SCO0477,NP_624796.1,130,-,hypothetical protein SCO0477
chr,NC_003888.3,498683,499807,-,1095901,-,SCO0478,NP_624797.1,374,-,hypothetical protein SCO0478
chr,NC_003888.3,499952,500776,-,1095902,-,SCO0479,NP_624798.1,274,-,phosphatase
chr,NC_003888.3,500780,501412,+,1095903,-,SCO0480,NP_733503.1,210,-,"hypothetical protein SCO0480, partial"
chr,NC_003888.3,501699,502217,+,1095904,-,SCO0481,NP_624799.1,172,-,"chitin binding protein, partial"
chr,NC_003888.3,502342,503076,+,1095905,-,SCO0482,NP_733504.1,244,-,"chitinase, partial"
chr,NC_003888.3,503073,503474,-,1095906,-,SCO0483,NP_624800.1,133,-,hypothetical protein SCO0483
chr,NC_003888.3,503539,504705,-,1095907,-,SCO0484,NP_624801.1,388,-,monooxygenase
chr,NC_003888.3,504854,505465,+,1095908,-,SCO0485,NP_624802.1,203,-,TetR family transcriptional regulator
chr,NC_003888.3,505447,506670,-,1095909,-,SCO0486,NP_624803.1,407,-,monooxygenase
chr,NC_003888.3,506842,507348,+,1095910,-,SCO0487,NP_624804.1,168,-,MarR family transcriptional regulator
chr,NC_003888.3,507394,510810,+,1095911,-,SCO0488,NP_624805.1,1138,-,hydrolase
chr,NC_003888.3,510823,511035,-,1095912,-,SCO0489,NP_624806.1,70,-,hypothetical protein SCO0489
chr,NC_003888.3,511124,512215,+,1095913,-,SCO0490,NP_624807.1,363,-,esterase
chr,NC_003888.3,512302,513924,-,1095914,-,SCO0491,NP_624808.1,540,-,ABC transporter
chr,NC_003888.3,513989,524920,-,1095915,-,SCO0492,NP_624809.1,3643,-,peptide synthetase
chr,NC_003888.3,524978,526783,-,1095916,-,SCO0493,NP_624810.1,601,-,ABC-transporter transmembrane protein
chr,NC_003888.3,526786,527838,-,1095917,-,SCO0494,NP_624811.1,350,-,iron-siderophore binding lipoprotein
chr,NC_003888.3,527889,528752,-,1095918,-,SCO0495,NP_624812.1,287,-,iron-siderophore ABC-transporter ATP-binding protein
chr,NC_003888.3,528791,529897,-,1095919,-,SCO0496,NP_624813.1,368,-,iron-siderophore permease transmembrane protein
chr,NC_003888.3,529894,530970,-,1095920,-,SCO0497,NP_624814.1,358,-,iron-siderophore permease transmembrane protein
chr,NC_003888.3,530970,532325,-,1095921,-,SCO0498,NP_624815.1,451,-,"peptide monooxygenase, partial"
chr,NC_003888.3,532501,533448,+,1095922,-,SCO0499,NP_624816.1,315,-,formyltransferase
chr,NC_003888.3,533534,533773,-,1095923,-,SCO0500,NP_624817.1,79,-,hypothetical protein SCO0500
chr,NC_003888.3,533812,535764,-,1095924,-,SCO0501,NP_624818.1,650,-,hypothetical protein SCO0501
chr,NC_003888.3,535974,536408,+,1095925,-,SCO0502,NP_624819.1,144,-,hypothetical protein SCO0502
chr,NC_003888.3,536532,537512,+,1095926,-,SCO0503,NP_624820.1,326,-,hypothetical protein SCO0503
